N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA,PALABRAS_CLAVES
6256,1970246,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,EFECTO DE LA OXIDACION DE GRUPOS SH SOBRE LA ACTIVIDAD DE LOS CANALES DE CALCIO SENSIBLES RYANODINA.  MODIFICACION DE LA SENSIBILIDAD A AGONISTAS FISIOLOGICOS.,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,12,PERSONA NATURAL,RICARDO EUGENIO BULL SIMPFENDORFER,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,52563,NA,Miles de pesos (M$),SIN INFORMACION
6257,1970249,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ATENCION MEDICA EVALUACION DE RESULTADOS EN EL CORTO Y MEDIANO PLAZO.,CIENCIAS MEDICAS Y DE LA SALUD,HIGIENE Y SALUD PUBLICA (EPIDEMIOLOGIA,MEDICINA 2,24,PERSONA NATURAL,ERNESTO ALEJANDRO MEDINA LOIS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,45009,NA,Miles de pesos (M$),SIN INFORMACION
6258,1970250,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,MOVILIDAD Y DISTRIBUCION DE METALES DE TRANSICION EN SISTEMAS EDAFICOS.  OPTIMIZACION Y APLICACIONES DE LA TECNICA ANALITICA DE ELECTROFORESIS CAPILAR.,CIENCIAS AGRICOLAS,CIENCIAS DEL SUELO,AGRONOMIA,36,PERSONA NATURAL,AIDA INES AHUMADA TORRES,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,34727,NA,Miles de pesos (M$),SIN INFORMACION
6259,1970253,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ANALISIS DE DOS MEDIADORES DE FUNCION CELULAR PROTEINAS QUINASAS CK1 Y CK2,CIENCIAS NATURALES,BIOLOGIA MOLECULAR,BIOLOGIA 3,36,PERSONA NATURAL,JORGE EDUARDO ALLENDE RIVERA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,106021,NA,Miles de pesos (M$),SIN INFORMACION
6260,1970259,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,SEGUIMIENTO EN SEXTO BASICO DE NINOS DEL AREA OCCIDENTE DE SANTIAGO.  PROBLEMAS DE SALUD MENTAL DESORDENES PSIQUIATRICOS Y CONDUCTAS PREDICTORAS.,CIENCIAS MEDICAS Y DE LA SALUD,MEDICINA PSICOSOMATICA  (INC PSIQUITATRI,MEDICINA 2,36,PERSONA NATURAL,FLORA ELOISA DE LA BARRA MAC DONALD,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,49607,NA,Miles de pesos (M$),SIN INFORMACION
6261,1970276,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,BASES MOLECULARES DE LA INSENSIBILIDAD A LA HORMONA DE CRECIMIENTO EN PACIENTES CHILENOS,CIENCIAS MEDICAS Y DE LA SALUD,ENFERMEDADES DE LA NUTRICION Y ENDOCRINO,MEDICINA 2,36,PERSONA NATURAL,MARIA DEL PILAR CARVALLO DE SAINT QUENTIN,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,107429,NA,Miles de pesos (M$),SIN INFORMACION
6262,1970279,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,GUERRAS TRIBALES Y DISPUTAS POR EL PODER EN ARAUCANIA Y LAS PAMPAS,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,LEONARDO LEON SOLIS,HOMBRE,UNIVERSIDAD DE VALPARAISO,CENTRO,REGION DE VALPARAISO,31380,NA,Miles de pesos (M$),SIN INFORMACION
6263,1970284,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,VALPARAISO RESPUESTA ARQUITECTONICA A CONDICIONANTES GEOGRAFICAS EN UN PROCESO CONSOLIDADO AL QUIEBRE DEL SIGLO XIX.,CIENCIAS SOCIALES,HISTORIA DE LA ARQUITECTURA Y LA CIUDAD,ARTES Y ARQUITECTURA,24,PERSONA NATURAL,MARIA MYRIAM WAISBERG IZACSON,MUJER,UNIVERSIDAD DE VALPARAISO,CENTRO,REGION DE VALPARAISO,26872,NA,Miles de pesos (M$),SIN INFORMACION
6264,1970291,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,IMPACTO DEL EMBARAZO SOBRE EL HIPERANDROGENISMO OVARICO FUNCIONAL,CIENCIAS MEDICAS Y DE LA SALUD,GINECOLOGIA OBSTETRICIA Y REPRODUCCION,MEDICINA 1,36,PERSONA NATURAL,LIDIA TERESA SIR PETERMANN,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,70313,NA,Miles de pesos (M$),SIN INFORMACION
6265,1970294,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTUDIOS MORFOFUNCIONALES DE LA CORTEZA CEREBRAL EN HUMANOS Y ANIMALES.,CIENCIAS MEDICAS Y DE LA SALUD,ANATOMIA NORMAL Y PATOLOGICA,MEDICINA 1,36,PERSONA NATURAL,FRANCISCO JAVIER ABOITIZ DOMINGUEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,99045,NA,Miles de pesos (M$),SIN INFORMACION
6266,1970299,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ROL DE LOS CARABIDOS EN LA REGULACION DE INSECTOS FITOFAGOS EN ECOSISTEMAS INTERVENIDOS POR EL HOMBRE.,CIENCIAS AGRICOLAS,ENTOMOLOGIA AGRICOLA,AGRONOMIA,36,PERSONA NATURAL,JOSE ROBERTO CARRILLO LLORENTE,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGION DE LOS RIOS,34214,NA,Miles de pesos (M$),SIN INFORMACION
6267,1970300,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,HEPATOTOXICIDAD ASOCIADA A LA INTERACCION DE MECANISMOS PRO-OXIDATIVOS ROL DE LAS CELULAS DE KUPFFER,CIENCIAS NATURALES,BIOQUIMICA,BIOLOGIA 3,36,PERSONA NATURAL,LUIS ALBERTO VIDELA CABRERA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,55494,NA,Miles de pesos (M$),SIN INFORMACION
6268,1970301,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,TRANSMISION DE LA PRESION GENERADA POR TRANSITO DE MAQUINARIA SOBRE SUELOS SOMETIDOS A VARIADOS MANEJOS SILVOAGROPECUARIOS DURANTE DIFERENTES EPOCAS DEL ANO,CIENCIAS AGRICOLAS,INGENIERIA AGRICOLA,AGRONOMIA,36,PERSONA NATURAL,ACHIM ERICO ELLIES SCHMIDT,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGION DE LOS RIOS,47849,NA,Miles de pesos (M$),SIN INFORMACION
6269,1970303,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,MODELACION DEL PROYECTO DE ESCALDADO-HIDROENFRIADO DE PRODUCTOS VEGETALES ESTUDIO DE LA TRANSFERENCIA DE CALOR Y MATERIA CINETICA DE DESACTIVACION ENZIMATICA Y VARACION DE LAS CARACTERISTICAS SENSORIALES,INGENIERIA Y TECNOLOGIA,PROCESAMIENTO Y TECNOLOGIA DE ALIMENTOS,INGENIERIA 3,36,PERSONA NATURAL,ELTON FRANCISCO MORALES BLANCAS,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGION DE LOS RIOS,37985,NA,Miles de pesos (M$),SIN INFORMACION
6270,1970305,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,REDUCCION DE LA MAGMITUD DEL INFARTO CARDIACO MEDIANTE PRECONDICIONAMIENTO METABOLICO DEL MIOCARDIO,CIENCIAS MEDICAS Y DE LA SALUD,CARDIOLOGIA FISIOLOGIA CARDIOVASCULAR,MEDICINA 1,36,PERSONA NATURAL,JOSE RAUL DOMENECH LIRA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,72465,NA,Miles de pesos (M$),SIN INFORMACION
6271,1970308,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,CARACTERIZACION DE LA BIOLOGIA REPRODUCTIVA DE ESPECIES FRUTALES NATIVAS Y DE RECIENTE INTRODUCCION EN EL SUR DE CHILE EN RELACION A LA DINAMICA DE LA POLINIZACION ENTOMOFILA,CIENCIAS AGRICOLAS,PROPAGACION DE PLANTAS,AGRONOMIA,36,PERSONA NATURAL,MIGUEL ANGEL NEIRA CAAMANO,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGION DE LOS RIOS,59309,NA,Miles de pesos (M$),SIN INFORMACION
6272,1970309,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,DESARROLLO DE UNA METODOLOGIA PARA ESTIMAR LA EVAPOTRANSPIRACION DE CULTIVO UTILIZANDO SISTEMAS METEOROLOGICOS AUTOMATIZADO.,CIENCIAS AGRICOLAS,FISIOLOGIA VEGETAL,AGRONOMIA,24,PERSONA NATURAL,SAMUEL ORLANDO ORTEGA FARIAS,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGION DEL MAULE,32451,NA,Miles de pesos (M$),SIN INFORMACION
6273,1970310,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,(BASR) TIO3 FILS ON SILICON BY HYDROTHERMAL-ELECTROCHEMICAL METHODS,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,36,PERSONA NATURAL,VICTOR MANUEL FUENZALIDA ESCOBAR,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,90131,NA,Miles de pesos (M$),SIN INFORMACION
6274,1970312,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,RESEARCH OF SUN SEMIDIAMETER VARIATIONS,CIENCIAS NATURALES,ASTRONOMIA COSMOLOGIA Y PARTICULAS,ASTRON.COSMOL.Y PAR,36,PERSONA NATURAL,FERNANDO VICTOR NOEL PLAZA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,15964,NA,Miles de pesos (M$),SIN INFORMACION
6275,1970319,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTUDIOS SOBRE GOLPE DE SOL Y DESARROLLO DE COLOR EN MANZANOS,CIENCIAS AGRICOLAS,FRUTICULTURA Y VITICULTURA,AGRONOMIA,24,PERSONA NATURAL,JOSE ANTONIO YURI SALOMON,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGION DEL MAULE,39676,NA,Miles de pesos (M$),SIN INFORMACION
6276,1970327,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,USO DE LOS PORTAINJERTOS COMO METODO DE CONTROL PARA ENFERMEDADES DE SUELO QUE AFECTAN AL MELON EN CHILE,CIENCIAS AGRICOLAS,FITOPATOLOGIA,AGRONOMIA,36,PERSONA NATURAL,FERNANDO ADOLFO RIVEROS BARRA,HOMBRE,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS (INIA),CENTRO,REGION DE COQUIMBO,40990,NA,Miles de pesos (M$),SIN INFORMACION
6277,1970329,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,VARIABILIDAD GENETICA NATURAL E INDUCIDA DEL AJO (ALLIUM SATIVUM L. Y ALLIUM AMPELOPRASUM L.) Y PROPAGACION MASIVA COM BASE DEL MEJORAMIENTO VARIETAL,CIENCIAS AGRICOLAS,GENETICA VEGETAL,AGRONOMIA,36,PERSONA NATURAL,MOISES ESCAFF GACITUA,HOMBRE,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS (INIA),RM,REGION METROPOLITANA DE SANTIAGO,41362,NA,Miles de pesos (M$),SIN INFORMACION
6278,1970332,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,EXISTENCIA Y PROPIEDADES CUALITATIVAS PARA UNA CLASE DE ECUACIONES DIFERENCIALES NO LINEALES,CIENCIAS NATURALES,ANALISIS,MATEMATICAS,36,PERSONA NATURAL,RAUL FERNANDO MANASEVICH TOLOSA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,31767,NA,Miles de pesos (M$),SIN INFORMACION
6279,1970340,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,LA TEORIA DE LA ORGANIZACION INDUSTRIAL DE LOS MERCADOS FINANCIEROS.,CIENCIAS SOCIALES,CS. ECONOMICAS Y ADMINISTRATIVAS,CS. ECONOM/ADMI,12,PERSONA NATURAL,ALEXANDER GALETOVIC POTSCH,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,10524,NA,Miles de pesos (M$),SIN INFORMACION
6280,1970342,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,HERRAMIENTAS COMPUTACIONALES PARA EL TRABAJO COLABORATIVO,INGENIERIA Y TECNOLOGIA,INGENIERIA EN COMPUTACION,INGENIERIA 2,36,PERSONA NATURAL,JOSE ALBERTO PINO URTUBIA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,31276,NA,Miles de pesos (M$),SIN INFORMACION
6281,1970347,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,CLASICOS LATINOAMERICANOS PARA UNA DE RELECTURA DEL CANON,HUMANIDADES,LINGUISTICA LITERATURA Y FILOLOGIA,LINGUISTICALITERATU,24,PERSONA NATURAL,GRINOR ROJO DE LA ROSA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,14883,NA,Miles de pesos (M$),SIN INFORMACION
6282,1970348,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTUDIO-TEORICO EXPERIMENTAL DE TUBOS DE CALOR DE ALTAS TEMPERATURAS-PROCESOS DE FUSION SOLIDIFICACION Y ENFRIAMIENTO DE MOLDES DE FUNDICION,INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,INGENIERIA 1,36,PERSONA NATURAL,CESAR ERNESTO ROSAS ZUMELZU,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,50051,NA,Miles de pesos (M$),SIN INFORMACION
6283,1970351,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTUDIOS DE PASIVIDAD ADAPTABLE Y CONTROL ADAPTABLE EN SISTEMAS NO LINEALES,INGENIERIA Y TECNOLOGIA,INGENIERIA DE INSTRUMENTACION Y CONTROL,INGENIERIA 2,36,PERSONA NATURAL,MANUEL ARMANDO DUARTE MERMOUD,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,37181,NA,Miles de pesos (M$),SIN INFORMACION
6284,1970353,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,DEEP NAZCA PLATE SEISMOTECTONICS AND 3-D VELOCITY STRUCTURE BENEATH THE CHILE-ARGENTINA PUNA REGION.,CIENCIAS NATURALES,GEOFISICA,CS. DE LA TIERRA,24,PERSONA NATURAL,MARIO HERNAN PARDO PEDEMONTE,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,38823,NA,Miles de pesos (M$),SIN INFORMACION
6285,1970354,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,COMPUESTOS DE COORDINACION CON LIGANDOS AZA-MACROCILOS SINTESIS CARACTERIZACION Y PROPIEDADES CATALITICAS EN LA REDUCCION DE DIOXIDO DE CARBONO.,CIENCIAS NATURALES,QUIMICA INORGANICA,QUIMICA,36,PERSONA NATURAL,JUAN ALBERTO COSTAMAGNA MARTRA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,62654,NA,Miles de pesos (M$),SIN INFORMACION
6286,1970356,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTUDIO NUMERICO Y COMPUTACIONAL DE FLUJOS TRANSCIONALES Y TURBULENTOS CON TRANSPORTE DE MATERIA Y CALOR,INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,INGENIERIA 1,36,PERSONA NATURAL,AMADOR MIGUEL GUZMAN CUEVAS,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,53415,NA,Miles de pesos (M$),SIN INFORMACION
6287,1970359,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,"""CONTROL PREDICTIVO ADAPTABLE DE PROCESOS NO LINEALES USANDO MODELOS HIBRIDOS NEURONALES""",INGENIERIA Y TECNOLOGIA,INGENIERIA DE INSTRUMENTACION Y CONTROL,INGENIERIA 2,36,PERSONA NATURAL,FRANCISCO ANIBAL CUBILLOS MONTECINO,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,25800,NA,Miles de pesos (M$),SIN INFORMACION
6288,1970362,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,USO DE PLANTAS ANTAGONICAS EN EL CONTROL INTEGRADO DE XIPHINEMA SPP. EN VINAS Y PARRONALES,CIENCIAS AGRICOLAS,FITOPATOLOGIA,AGRONOMIA,36,PERSONA NATURAL,ERWIN ORLANDO ABALLAY ESPINOZA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,44476,NA,Miles de pesos (M$),SIN INFORMACION
6289,1970363,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,DETERMINANTES MOLECULARES DE LA INTERACCION FUNCIONAL ENTRE LA SUBUNIDAD ALFA Y LA SUBUNIDAD ACCESORIA BETA EN EL CANAL DE SODIO,CIENCIAS NATURALES,BIOLOGIA MOLECULAR,BIOLOGIA 3,36,PERSONA NATURAL,CECILIA VERONICA ROJAS BAECHLER,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,65927,NA,Miles de pesos (M$),SIN INFORMACION
6290,1970364,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,EL DESARROLLO DE CONCEPTOS ECONOMICOS EN LA INFANCIA.  ESTUDIO EVOLUTIVO CON NINOS Y ADOLECENTES CHILENOS,CIENCIAS SOCIALES,PSICOLOGIA,SICOLOGIA,36,PERSONA NATURAL,MARIANELA DEL CARMEN DENEGRI CORIA,MUJER,UNIVERSIDAD DE LA FRONTERA,SUR,REGION DE LA ARAUCANIA,34923,NA,Miles de pesos (M$),SIN INFORMACION
6291,1970371,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,PERDIDA DE HETEROZIGOSIDAD (LOH) MUTUACION PUNTUAL Y EXPRESION ANOMALA DE GENES SUPRESORES P53 DCC APC Y MCC EN GASTRITIS ATROFICA MULTIFOCAL (MAG) EST. TRANSVERSAL EN POBL. DE ALTO RIESGO Y EN PACIENTES PORTADORES DE CA GAST,CIENCIAS MEDICAS Y DE LA SALUD,ANATOMIA NORMAL Y PATOLOGICA,MEDICINA 1,36,PERSONA NATURAL,JUAN CARLOS ARAYA OROSTICA,HOMBRE,UNIVERSIDAD DE LA FRONTERA,SUR,REGION DE LA ARAUCANIA,40498,NA,Miles de pesos (M$),SIN INFORMACION
6292,1970386,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTUDIOS DE LA INTERACCION CELULA PROSTATICA - TEJIDO OSEO EN LA PROGRESION METASTASICA,CIENCIAS NATURALES,BIOLOGIA CELULAR,BIOLOGIA 2,NA,PERSONA NATURAL,JORGE MARTINEZ WINKLER,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,63100,NA,Miles de pesos (M$),SIN INFORMACION
6293,1970397,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ATLAS LINGUISTICO Y ETNOGRAFICO DE CHILE POR REGIONES,HUMANIDADES,LINGUISTICA LITERATURA Y FILOLOGIA,LINGUISTICALITERATU,36,PERSONA NATURAL,CLAUDIO ARTURO WAGNER ROSAS,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGION DE LOS RIOS,87315,NA,Miles de pesos (M$),SIN INFORMACION
6294,1970398,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,DINAMICA Y COMPLEJIDAD DE MAQUINAS DE CALCULO DISTRIBUIDO Y DE VARIABLES REALES,CIENCIAS NATURALES,PROBABILIDADES MATEMATICAS APLICADAS Y,MATEMATICAS,36,PERSONA NATURAL,MARTIN IGNACIO MATAMALA VASQUEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,39114,NA,Miles de pesos (M$),SIN INFORMACION
6295,1970403,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,PROVENIENCIA DE LOS METALES EN LOS YACIMIENTOS DE COBRE  UN APORTE DE LOS SISTEMAS ISOTOPICOS DE OS Y PB.,CIENCIAS NATURALES,GEOLOGIA Y MINERALOGIA,CS. DE LA TIERRA,36,PERSONA NATURAL,FRANCISCO JAVIER MUNIZAGA VILLAVICENCIO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,37605,NA,Miles de pesos (M$),SIN INFORMACION
6296,1970404,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,ESTUDIO DEL EFECTO TOXICO DE ALCALOIDES PRESENTES EN SEMILLAS DE LUPINOS AMARGOS EN AVES COMERCIALES.,CIENCIAS MEDICAS Y DE LA SALUD,SALUD Y PRODUCCION ANIMAL,SALUD PROD ANIM,36,PERSONA NATURAL,AIDA AMELIA CUBILLOS GODOY,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGION DE LOS RIOS,42197,NA,Miles de pesos (M$),SIN INFORMACION
6297,1970413,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,DETERMINACION DE LOS RNAM DE LOS ISOTOPOS ALFA Y BETA DEL RECEPTOR DE GLUCOCORTICOIDES EN ARTRITIS REUMATOIDE ROL PATOGENICO Y CORRELACION CON RESPUESTA A TRATAMIENTO ESTEROIDAL,CIENCIAS MEDICAS Y DE LA SALUD,REUMATOLOGIA INFLAMACION ENFERMEDADES,MEDICINA 1,48,PERSONA NATURAL,IRMGADT ANNELISE GOECKE SARIEGO,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,63201,NA,Miles de pesos (M$),SIN INFORMACION
6298,1970414,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,MECANISMO DE FOTOINICIACION EN POLIMERIZACION VINILICA,CIENCIAS NATURALES,FISICO-QUIMICA,QUIMICA,36,PERSONA NATURAL,MARIA VICTORIA ENCINAS ROJAS,MUJER,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,62120,NA,Miles de pesos (M$),SIN INFORMACION
6299,1970417,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,TRANSDUCCION DE SENALES EN BACTERIAS Y ARQUEAS ACIDOFILICAS.  POSIBLES IMPLICACIONES EVOLUTIVAS.,CIENCIAS NATURALES,MICROBIOLOGIA,BIOLOGIA 3,36,PERSONA NATURAL,CARLOS ANTONIO JEREZ GUEVARA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,85645,NA,Miles de pesos (M$),SIN INFORMACION
6300,1970418,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,PREDICCION DE CONCENTRACIONES DE PARTICULAS Y GASES CONTAMINANTES UTILIZANDO REDES NEURONALES,INGENIERIA Y TECNOLOGIA,INGENIERIA BIOMEDICA Y BIOINGENIERIA,INGENIERIA 2,24,PERSONA NATURAL,PATRICIO ALBERTO PEREZ JARA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,24694,NA,Miles de pesos (M$),SIN INFORMACION
6301,1970421,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1997,1997,1997,MARCADORES POLIMORFICOS DE DNA ASOCIADOS A LOS CROMOSOMAS SEXUALES EN DOS ESPECIES DE SALMONIDOS.,CIENCIAS MEDICAS Y DE LA SALUD,SALUD Y PRODUCCION ANIMAL,SALUD PROD ANIM,36,PERSONA NATURAL,IRIS PATRICIA ITURRA CONSTANT,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,44996,NA,Miles de pesos (M$),SIN INFORMACION
