N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA
41192,1230962,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,EVALUATING THE EFFECTS OF ENVIRONMENT AND MANAGEMENT STRESSORS ON WELFARE OF TRANSITION DAIRY COWS ON PASTURE-BASED SYSTEMS,CIENCIAS AGRICOLAS,CIENCIAS VETERINARIAS,SALUD PROD ANIM,48,PERSONA NATURAL,PILAR SEPULVEDA VARAS,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,242560,NA,Miles de pesos (M$)
41193,1230965,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,DECREASING THE IMPACT OF NEONICOTINOIDS ON MICROBIOLOGICAL COMMUNITIES AND NITROGEN CYCLE-RELATED GENES BY APPLYING A FORMULATION BASED ON ACTINOBACTERIA IN A SOIL-PLANT SYSTEM.,CIENCIAS AGRICOLAS,CIENCIAS DEL SUELO,AGRONOMIA,48,PERSONA NATURAL,GABRIELA BRICEÑO MUÑOZ,MUJER,UNIVERSIDAD DE LA FRONTERA,SUR,REGIÓN DE LA ARAUCANÍA,231044,NA,Miles de pesos (M$)
41194,1230968,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,SOME CONTRIBUTIONS TO THE PSYCHOMETRIC RESEARCH AGENDA IN SUPPORT OF THE CURRENT AND FUTURE GENERATION OF ASSESSMENTS,CIENCIAS SOCIALES,PSICOMETRIA,PSICOLOGIA,48,PERSONA NATURAL,JORGE GONZALEZ BURGOS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,63840,NA,Miles de pesos (M$)
41195,1230969,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,STABILIZED FINITE ELEMENT METHODS FOR THE NUMERICAL SIMULATION OF PHASE CHANGE PROBLEMS,INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,INGENIERIA 1,48,PERSONA NATURAL,ROBERTO CABRALES,HOMBRE,UNIVERSIDAD DE LA SERENA,CENTRO,REGIÓN DE COQUIMBO,108684,NA,Miles de pesos (M$)
41196,1230979,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,HARMFUL ALGAL BLOOMS IN THE NORTH OF CHILE: CAUSES AND CONSEQUENCES,CIENCIAS NATURALES,OCEANOGRAFIA,CS. DE LA TIERRA,48,PERSONA NATURAL,PEDRO ECHEVESTE DE MIGUEL,HOMBRE,UNIVERSIDAD DE ANTOFAGASTA,NORTE,REGIÓN DE ANTOFAGASTA,237960,NA,Miles de pesos (M$)
41197,1230980,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,IMMUNO-MODULATION AS POSSIBLE PARKINSON DISEASE TREATMENT: TARGETING IGF2 SIGNALING TO ANTI-INFLAMMATORY RESPONSE,CIENCIAS MEDICAS Y DE LA SALUD,NEUROLOGIA Y NEUROCIRUGIA,MEDICINA G1,48,PERSONA NATURAL,RENE VIDAL GOMEZ,HOMBRE,UNIVERSIDAD MAYOR,RM,REGIÓN METROPOLITANA DE SANTIAGO,263460,NA,Miles de pesos (M$)
41198,1230982,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"HARNESSING COMANAGEMENT OF SMALL-SCALE FISHERIES: THE INTERPLAY BETWEEN EQUITY, COOPERATION, ADAPTIVE RESPONSES AND BIODIVERSITY",CIENCIAS NATURALES,CAMBIO CLIMATICO Y DESARROLLO SOSTENIBLE,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,STEFAN GELCICH CROSSLEY,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,262568,NA,Miles de pesos (M$)
41199,1230983,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,IMPACT OF SRC ACTIVATION MEDIATED BY FATTY ACIDS IN THE BIOGENESIS OF PRO-METASTATIC EXOSOMES IN OVARIAN CANCER CELLS.,CIENCIAS NATURALES,BIOLOGIA CELULAR,BIOLOGIA 2,48,PERSONA NATURAL,MANUEL VARAS GODOY,HOMBRE,UNIVERSIDAD SAN SEBASTIAN,RM,REGIÓN METROPOLITANA DE SANTIAGO,270920,NA,Miles de pesos (M$)
41200,1230984,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,FIRMS AND EARNINGS INEQUALITY IN CHILE,CIENCIAS SOCIALES,ECONOMETRIA,CS. ECONOM/ADMI,48,PERSONA NATURAL,TOMAS RAU BINDER,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,69549,NA,Miles de pesos (M$)
41201,1230985,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,LAS EXTRAÑAS. HACIA UN CONCEPTO FEMINISTA DE LA OBLIGACION POLITICA.,HUMANIDADES,FILOSOFIA,FILOSOFIA,48,PERSONA NATURAL,NICOLE DARAT GUERRA,MUJER,UNIVERSIDAD ADOLFO IBAÑEZ,RM,REGIÓN METROPOLITANA DE SANTIAGO,68133,NA,Miles de pesos (M$)
41202,1230987,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,SEARCH FOR MULTIQUARK STATES IN NUCLEAR COLLISIONS AND IMPROVING MUON DETECTION WITH THE NEW SMALL WHEELS DETECTORS OF ATLAS,CIENCIAS NATURALES,FISICA NUCLEAR,FISICA TEORICA Y EXP,48,PERSONA NATURAL,SONIA KABANA,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,REGIÓN DE ARICA Y PARINACOTA,206460,NA,Miles de pesos (M$)
41203,1230991,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,TAILORING AN ENERGY-EFFICIENT NANOCATALYST TO OBTAIN GREEN FUELS FROM CO2 AT LOW-TEMPERATURE,CIENCIAS NATURALES,"QUIMICA APLICADA: ALIMENTOS, POLIMEROS, CATALISIS",QUIMICA 1,48,PERSONA NATURAL,GABRIEL ABARCA ANJARI,HOMBRE,UNIVERSIDAD BERNARDO O'HIGGINS,RM,REGIÓN METROPOLITANA DE SANTIAGO,255744,NA,Miles de pesos (M$)
41204,1230993,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,RE-UNDERSTANDING THE RADICAL ENLIGHTENMENT: HOBBES AND THE THEOPHRASTUS REDIVIVUS,HUMANIDADES,HISTORIA DE LA FILOSOFIA,FILOSOFIA,48,PERSONA NATURAL,GONZALO BUSTAMANTE KUSCHEL,HOMBRE,UNIVERSIDAD ADOLFO IBAÑEZ,RM,REGIÓN METROPOLITANA DE SANTIAGO,126900,NA,Miles de pesos (M$)
41205,1230996,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,INTERDISCIPLINARY GENERATION OF HIGHLY SPECIFIC PEPTIDIC BLOCKERS OF TASK-3 CHANNEL WITH ANTITUMORAL EFFECT AND TARGETING MOIETY FOR NANOTHERAPEUTICS,CIENCIAS MEDICAS Y DE LA SALUD,BIOTECNOLOGIA Y BIOINGENIERIA,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,LEANDRO ZUÑIGA HORMAZABAL,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,219736,NA,Miles de pesos (M$)
41206,1230999,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,USING COMPUTATIONAL MULTISCALE METHODS AND SPECTROFLUORIMETRIC/X-RAY EXPERIMENTS IN THE SEARCH FOR ENHANCED INHIBITORS FOR PROTEIN KINASES AND HMP-KINASES: THE PHOSPHORYL TRANSFER AS A MODEL REACTION TO FIGHT ANTIBIOTIC RESISTANCE AND CANCER,CIENCIAS MEDICAS Y DE LA SALUD,BIOINGENIERIA,INGENIERIA 3,48,PERSONA NATURAL,JANS ALZATE MORALES,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,246560,NA,Miles de pesos (M$)
41207,1231000,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"DETERMINANTES SOCIODEMOGRAFICOS, DE SALUD Y PSICOSOCIALES DE LA TRANSICION TRABAJO-RETIRO LABORAL, Y SUS EFECTOS EN LA SALUD Y BIENESTAR EN PERSONAS MAYORES. UN ESTUDIO LONGITUDINAL ACELERADO",CIENCIAS SOCIALES,PSICOLOGIA,PSICOLOGIA,48,PERSONA NATURAL,GABRIELA NAZAR CARTER,MUJER,UNIVERSIDAD DE CONCEPCION,CENTRO SUR,REGIÓN DEL BIOBÍO,94196,NA,Miles de pesos (M$)
41208,1231006,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,LA PROTECCION DEL CONSUMIDOR COMO UNA FALLA DE MERCADO,CIENCIAS SOCIALES,DERECHO PRIVADO,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,RODRIGO BARCIA LEHMANN,HOMBRE,UNIVERSIDAD AUTONOMA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,25560,NA,Miles de pesos (M$)
41209,1231012,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,THE ROLE OF THE EXCITATORY AMINO ACID TRANSPORTER EAAT3 IN DEPRESSIVE BEHAVIOR INDUCED BY CHRONIC STRESS,CIENCIAS MEDICAS Y DE LA SALUD,"FISIOPATOLOGIA, FISIOLOGIA CLINICA GENERAL",MEDICINA G1,48,PERSONA NATURAL,PABLO MOYA VERA,HOMBRE,UNIVERSIDAD DE VALPARAISO,CENTRO,REGIÓN DE VALPARAÍSO,266968,NA,Miles de pesos (M$)
41210,1231015,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,COMPETITIVE OFF-GRID PHOTOVOLTAIC GREEN HYDROGEN PRODUCTION BASED ON THE VERSATILE BUCK-BOOST POWER ELECTRONICS BUILDING BLOCK,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA (INCL. POTENCIA),INGENIERIA 2,48,PERSONA NATURAL,CARLOS RESTREPO PATIÑO,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,262880,NA,Miles de pesos (M$)
41211,1231018,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,FINITE-TEMPERATURE WITHIN THE SPIN-POLARIZED DENSITY FUNCTIONAL THEORY FRAMEWORK: FURTHER DEVELOPMENTS AND APPLICATIONS,CIENCIAS NATURALES,"FISICO QUIMICA: QUIMICA TEORICA Y COMPUTACIONAL, FOTOQUIMICA-FOTOFISICA, CATALISIS Y COLOIDES",QUIMICA 1,48,PERSONA NATURAL,EDUARDO CHAMORRO JIMENEZ,HOMBRE,UNIVERSIDAD NACIONAL ANDRES BELLO,RM,REGIÓN METROPOLITANA DE SANTIAGO,234240,NA,Miles de pesos (M$)
41212,1231020,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,LOCALIZED STRUCTURES AND EXTENDED WAVES IN ULTRACOLD BINARY FERMIONIC GAS SYSTEMS WITH ZEEMAN SPLITTING AND SPIN-ORBIT COUPLING,CIENCIAS NATURALES,SISTEMAS NO LINEALES,FISICA TEORICA Y EXP,48,PERSONA NATURAL,PABLO DIAZ RIQUELME,HOMBRE,UNIVERSIDAD DE LA FRONTERA,SUR,REGIÓN DE LA ARAUCANÍA,267600,NA,Miles de pesos (M$)
41213,1231021,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"TEORIA, PRAXIS Y VIDA EN EL PENSAMIENTO DE PLOTINO.",HUMANIDADES,HISTORIA DE LA FILOSOFIA,FILOSOFIA,48,PERSONA NATURAL,JOSE ANTONIO GIMENEZ SALINAS,HOMBRE,UNIVERSIDAD DE LOS ANDES,RM,REGIÓN METROPOLITANA DE SANTIAGO,54360,NA,Miles de pesos (M$)
41214,1231023,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,HUB LOCATION PROBLEMS: THE EFFECT OF DIFFERENT RESILIENCE APPROACHES AND THEIR INTERRELATIONS,INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,INGENIERIA 2,48,PERSONA NATURAL,ARMIN LUER VILLAGRA,HOMBRE,UNIVERSIDAD NACIONAL ANDRES BELLO,RM,REGIÓN METROPOLITANA DE SANTIAGO,82336,NA,Miles de pesos (M$)
41215,1231024,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,CAUSALIDAD Y SUPUESTOS DE EXONERACION DE RESPONSABILIDAD CONTRACTUAL EN EL DERECHO ROMANO,CIENCIAS SOCIALES,DERECHO ROMANO,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,PATRICIO LAZO GONZALEZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,CENTRO,REGIÓN DE VALPARAÍSO,45270,NA,Miles de pesos (M$)
41216,1231025,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,LEAF NUTRIENT RESORPTION AND PROFICIENCY AND THE PLANT ECONOMICS SPECTRUM,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,BIOLOGIA 1,48,PERSONA NATURAL,LEICHSON FAJARDO YANEZ,HOMBRE,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,204800,NA,Miles de pesos (M$)
41217,1231026,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,ASSESSING THE ROLE OF CARBOHYDRATE STORAGE IN PLANT STRATEGIES TO DROUGHT RESISTANCE,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,BIOLOGIA 1,48,PERSONA NATURAL,FRIDA PIPER BUSICO,MUJER,UNIVERSIDAD DE TALCA,CENTRO SUR,REGIÓN DEL MAULE,217448,NA,Miles de pesos (M$)
41218,1231027,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,HABITS AND ATTENTION IN CONSUMER BEHAVIOR,CIENCIAS SOCIALES,MARKETING,CS. ECONOM/ADMI,48,PERSONA NATURAL,OMAR PEREZ RIVEROS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,78300,NA,Miles de pesos (M$)
41219,1231028,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,ANCHORING MOLECULAR ANTENNAS TO BENZODITHIOPHENE-BASED CONJUGATED POLYMERS TO IMPROVE THE PERFORMANCE OF POLYMER-BASED ORGANIC SOLAR CELLS,CIENCIAS NATURALES,"QUIMICA APLICADA: ALIMENTOS, POLIMEROS, CATALISIS",QUIMICA 1,48,PERSONA NATURAL,IGNACIO JESSOP RIVERA,HOMBRE,UNIVERSIDAD DE TARAPACA,NORTE,REGIÓN DE ARICA Y PARINACOTA,167160,NA,Miles de pesos (M$)
41220,1231030,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,DISTRIBUTED MODEL PREDICTIVE CONTROL FOR AC/AC MODULAR MULTILEVEL CONVERTERS: TOWARDS FULLY FLEXIBLE AND FAULT-TOLERANT TOPOLOGIES,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA (INCL. POTENCIA),INGENIERIA 2,48,PERSONA NATURAL,ANDRES MORA CASTRO,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGIÓN DE VALPARAÍSO,245760,NA,Miles de pesos (M$)
41221,1231032,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,CORTAR Y PEGAR FUENTES EN EL PERIODISMO ESCRITO EN CHILE. UNA HISTORIA MEDIATICA Y CULTURAL DE LA REPETITIVIDAD (1976-2019),CIENCIAS SOCIALES,CIENCIAS DE LA COMUNICACION E INFORMACION,SOCIOLOGIA CS I,48,PERSONA NATURAL,ANTOINE FAURE,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,114438,NA,Miles de pesos (M$)
41222,1231034,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"LIBERTAD DE EXPRESION EN INTERNET: LOS RIESGOS DE SU DESCONSTITUCIONALIZACION
RESPONSABILIDAD DE INTERMEDIARIOS Y MODERACION DE CONTENIDOS",CIENCIAS SOCIALES,DERECHO PUBLICO,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,JOHN CHARNEY,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,CENTRO,REGIÓN DE VALPARAÍSO,104280,NA,Miles de pesos (M$)
41223,1231038,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"ALTERATION IN THE INTERPLAY BETWEEN GLS ACTIVITY, CX46 AND  ATP SIGNALING INDUCES NEURAL TUBE DEFECTS",CIENCIAS NATURALES,BIOQUIMICA FARMACOLOGICA,BIOLOGIA 3,48,PERSONA NATURAL,PATRICIO CASTRO MALDONADO,HOMBRE,UNIVERSIDAD DE CONCEPCION,CENTRO SUR,REGIÓN DEL BIOBÍO,269600,NA,Miles de pesos (M$)
41224,1231039,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,OCCURSUS SIVE POTENTIA: EL MATERIALISMO DE BARUCH SPINOZA O CONTRA LA INSCRIPCION DEL SPINOZISMO EN LA CONCEPCION MECANICISTA DE LA MATERIA,HUMANIDADES,FILOSOFIA,FILOSOFIA,48,PERSONA NATURAL,CRISTIAN TEJEDA GOMEZ,HOMBRE,UNIVERSIDAD DE LOS LAGOS,SUR,REGIÓN DE LOS LAGOS,144060,NA,Miles de pesos (M$)
41225,1231041,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,DEMETHYLATION AND CATALYTIC DEPOLYMERIZATION OF OXIORGANOSOLV LIGNIN IN ACIDIC IONIC LIQUIDS: SUSTAINABLE SOURCING OF PHENOLIC COMPOUNDS OF INDUSTRIAL INTEREST,CIENCIAS NATURALES,QUIMICA DE RECURSOS NATURALES,QUIMICA 2,48,PERSONA NATURAL,MAURICIO YAÑEZ SANCHEZ,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,196680,NA,Miles de pesos (M$)
41226,1231042,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,ROLE OF DNIC IN A RAT MODEL OF FIBROMYALGIA INDUCED BY NEONATAL STRESS: NEUROTRANSMITTERS AND GLIAL MODULATION IN THE SRD AND EPIGENETIC INFLUENCES,CIENCIAS MEDICAS Y DE LA SALUD,"FISIOPATOLOGIA, FISIOLOGIA CLINICA GENERAL",MEDICINA G1,48,PERSONA NATURAL,LUIS CONSTANDIL CORDOVA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,254136,NA,Miles de pesos (M$)
41227,1231043,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,IMPRINTS OF MULTIPLE GLOBAL CHANGE DRIVERS ON BIODIVERSITY AND ECOSYSTEM FUNCTIONING WITHIN AND ACROSS BIOGEOGRAPHICAL REGIONS,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,BIOLOGIA 1,48,PERSONA NATURAL,DYLAN CRAVEN,HOMBRE,UNIVERSIDAD MAYOR,RM,REGIÓN METROPOLITANA DE SANTIAGO,265117,NA,Miles de pesos (M$)
41228,1231047,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"SER Y PARECER DE LA ELITE ECONOMICA: PERCEPCIONES, DISTINCIONES E INTERACCIONES EN LA JERARQUIA SOCIOECONOMICA CHILENA",CIENCIAS SOCIALES,OTRAS SOCIOLOGIAS,SOCIOLOGIA CS I,48,PERSONA NATURAL,JORGE ATRIA,HOMBRE,UNIVERSIDAD DIEGO PORTALES,RM,REGIÓN METROPOLITANA DE SANTIAGO,159780,NA,Miles de pesos (M$)
41229,1231048,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"INSIGHTS INTO THE MOLECULAR RESPONSE TO THE INCREASE OF IRON
EMBRYO CONTENT DURING SEED DEVELOPMENT",CIENCIAS NATURALES,BIOLOGIA MOLECULAR,BIOLOGIA 3,48,PERSONA NATURAL,HANNETZ ROSCHZTTARDTZ CHOUCROUN,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,265200,NA,Miles de pesos (M$)
41230,1231049,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,CONVEXITY AND DUALITY IN OPTIMAL CONTROL,CIENCIAS NATURALES,OPTIMIZACION,MATEMATICAS,48,PERSONA NATURAL,CRISTOPHER HERMOSILLA JIMENEZ,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGIÓN DE VALPARAÍSO,70600,NA,Miles de pesos (M$)
41231,1231053,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"IDEAS E INFLUENCIAS EXTERNAS EN LAS REVISTAS MILITARES LATINOAMERICANAS: ENTRE LA SEGURIDAD NACIONAL Y EL TERCER MUNDO. ARGENTINA, ECUADOR, PERU Y VENEZUELA, 1954-1976.",HUMANIDADES,HISTORIA HISPANOAMERICANA,HISTORIA,48,PERSONA NATURAL,GERMAN ALBURQUERQUE FUSCHINI,HOMBRE,UNIVERSIDAD DE VALPARAISO,CENTRO,REGIÓN DE VALPARAÍSO,88920,NA,Miles de pesos (M$)
41232,1231054,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,EFFICIENT MOTION CONTROL STRATEGIES FOR AUTOMATED N-TRAILER SYSTEMS IN AGRICULTURAL APPLICATIONS UNDER ENERGY CONSTRAINTS,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,INGENIERIA 2,48,PERSONA NATURAL,FERNANDO AUAT CHEEIN,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGIÓN DE VALPARAÍSO,178920,NA,Miles de pesos (M$)
41233,1231055,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,MOTIVATIONAL FACTORS ASSOCIATED WITH READING COMPREHENSION: ROLE OF INTRINSIC MOTIVATION AND SELF-EFFICACY PERCEPTION DURING THE TEACHING-LEARNING PROCESSES.,CIENCIAS SOCIALES,ENSEÑANZA Y APRENDIZAJE,EDUC INICIAL-ESCOLAR,48,PERSONA NATURAL,GABRIELA GOMEZ VERA,MUJER,UNIVERSIDAD DE O'HIGGINS,CENTRO SUR,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,179220,NA,Miles de pesos (M$)
41234,1231056,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,PRECISION PARTICLE PHYSICS: FROM MULTI-LOOP TADPOLES TO APPLICATIONS,CIENCIAS NATURALES,TEORIA DE CAMPOS Y FISICA DE PARTICULAS TEORICA,GRAV Y FIS ALTAS ENE,48,PERSONA NATURAL,YORK SCHRÖDER,HOMBRE,UNIVERSIDAD DEL BIO-BIO,CENTRO SUR,REGIÓN DEL BIOBÍO,134736,NA,Miles de pesos (M$)
41235,1231057,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,REFERENCE LADDER TO MEASURE MILLIONS OF STARS.,CIENCIAS NATURALES,ASTROFISICA ESTELAR,ASTRON Y ASTROFISICA,48,PERSONA NATURAL,PAULA JOFRE PFEIL,MUJER,UNIVERSIDAD DIEGO PORTALES,RM,REGIÓN METROPOLITANA DE SANTIAGO,154620,NA,Miles de pesos (M$)
41236,1231058,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"ECOLOGICAL FACTORS THAT DETERMINE THE INCIDENCE, MAGNITUDE, AND CONSEQUENCE OF INDIVIDUAL DIET SPECIALIZATION IN A MARINE TOP PREDATOR ALONG THE CHILEAN COAST",CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,BIOLOGIA 1,48,PERSONA NATURAL,MARITZA SEPULVEDA MARTINEZ,MUJER,UNIVERSIDAD DE VALPARAISO,CENTRO,REGIÓN DE VALPARAÍSO,260016,NA,Miles de pesos (M$)
41237,1231062,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"ANOMALOUS ENHANCEMENT OF SOFT PHOTONS IN HADRONIC, NUCLEAR AND LEPTONIC COLLISIONS",CIENCIAS NATURALES,FENOMENOLOGIA EN FISICA DE PARTICULAS,GRAV Y FIS ALTAS ENE,48,PERSONA NATURAL,BORIS KOPELIOVICH,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGIÓN DE VALPARAÍSO,101100,NA,Miles de pesos (M$)
41238,1231071,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,STUDY OF THE THERMODYNAMIC AND MECHANICAL STABILITY OF ICOSAHEDRAL VIRUSES WITH RESPECT TO THE PACKAGING OF THEIR GENOME USING MULTISCALE POLYMER MODELS,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA FISICA,FISICA TEORICA Y EXP,48,PERSONA NATURAL,SIMON POBLETE FUENTES,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,65880,NA,Miles de pesos (M$)
