N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA
41146,1230839,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,REGIMEN URBANISTICO CHILENO: ANALISIS SOCIO-JURIDICO DE SU DISEÑO Y PRACTICA INSTITUCIONAL,CIENCIAS SOCIALES,DERECHO PUBLICO,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,DIEGO GIL MC CAWLEY,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,222360,NA,Miles de pesos (M$)
41147,1230844,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,ASSESSING THE INFLUENCE OF THE TIME OF FEEDING ON BLOOD PRESSURE AND GLUCOSE DYNAMICS THROUGH A MULTI-SCALE MODELING APPROACH,INGENIERIA Y TECNOLOGIA,INGENIERIA BIOMEDICA,INGENIERIA 2,48,PERSONA NATURAL,MARIA RODRIGUEZ FERNANDEZ,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,252120,NA,Miles de pesos (M$)
41148,1230848,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,PLANT HOLOBIONT RESPONSE TO DROUGHT STRESS MEDIATED BY PRIMING WITH BENEFICIAL RHIZOBACTERIA,CIENCIAS AGRICOLAS,FISIOLOGIA VEGETAL,AGRONOMIA,48,PERSONA NATURAL,ALEXANDRA STOLL,MUJER,CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ARIDAS,CENTRO,REGIÓN DE COQUIMBO,253528,NA,Miles de pesos (M$)
41149,1230849,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,FERTILIZERS AS A SOURCE OF BROMATE IN THE SYSTEM SOIL-WATER-PLANT AND ITS IMPACT ON THE HUMAN EXPOSURE: FILED STUDIES AND PREDICTIONS OVER TIME,CIENCIAS AGRICOLAS,CIENCIAS DEL SUELO,AGRONOMIA,48,PERSONA NATURAL,RAUL CALDERON ARAYA,HOMBRE,UNIVERSIDAD BERNARDO O'HIGGINS,RM,REGIÓN METROPOLITANA DE SANTIAGO,235332,NA,Miles de pesos (M$)
41150,1230852,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,PRO-INFLAMMATORY CYTOKINES INDUCE A GOLGI STRESS CONDITION IN SALIVARY GLANDS FROM SJÖGREN'S SYNDROME PATIENTS AND H2S DIMINISHES SUCH STRESS CONDITION,CIENCIAS MEDICAS Y DE LA SALUD,"REUMATOLOGIA, INFLAMACION, ENFERMEDADES AUTOINMUNES",MEDICINA G1,48,PERSONA NATURAL,ISABEL CASTRO MASSO,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,263426,NA,Miles de pesos (M$)
41151,1230853,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,INFRARED PHYSICS FROM FLAT SPACETIME HOLOGRAPHY,CIENCIAS NATURALES,HOLOGRAFIA Y TEORIA DE CUERDAS,GRAV Y FIS ALTAS ENE,48,PERSONA NATURAL,HERNAN GONZALEZ LEIVA,HOMBRE,UNIVERSIDAD ADOLFO IBAÑEZ,RM,REGIÓN METROPOLITANA DE SANTIAGO,185820,NA,Miles de pesos (M$)
41152,1230857,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,NEW BISMUTH-BASED PHOTOANODES FOR DYE SENSITIZED SOLAR CELLS (DSSC) AND ITS PHOTOELECTROCHEMICAL CHARACTERIZATION.,INGENIERIA Y TECNOLOGIA,INGENIERIA DE MATERIALES,INGENIERIA 1,48,PERSONA NATURAL,CARLOS RODRIGUEZ RODRIGUEZ,HOMBRE,UNIVERSIDAD DE LA SERENA,CENTRO,REGIÓN DE COQUIMBO,256740,NA,Miles de pesos (M$)
41153,1230858,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"SUJETOS FEMENINOS Y MEMORIA CULTURAL ANDINA (SIGLOS XV AL XVIII). APROXIMACION INTERDISCIPLINARIA DESDE EXPRESIONES VISUALES, MATERIALES, PERFORMATIVAS Y ESCRITAS.",HUMANIDADES,OTRAS ESPECIALIDADES DE LAS ARTES,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,PAULA MARTINEZ SAGREDO,MUJER,UNIVERSIDAD DE TARAPACA,NORTE,REGIÓN DE ARICA Y PARINACOTA,175884,NA,Miles de pesos (M$)
41154,1230859,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"IDENTIFICATION AND CHARACTERIZATION OF THE UDP-ARAP TRANSPORTER, AN UNORTHODOX NUCLEOTIDE SUGAR TRANSPORTER INVOLVED IN PLANT CELL WALL BIOSYNTHESIS.",CIENCIAS NATURALES,BIOQUIMICA,BIOLOGIA 3,48,PERSONA NATURAL,ARIEL ORELLANA LOPEZ,HOMBRE,UNIVERSIDAD NACIONAL ANDRES BELLO,RM,REGIÓN METROPOLITANA DE SANTIAGO,270000,NA,Miles de pesos (M$)
41155,1230860,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"CAZADORES RECOLECTORES DE LA CUENCA DEL LAGO TAGUA TAGUA (REGION DE O’HIGGINS): EVALUANDO EL USO DEL ESPACIO, MOVILIDAD Y TERRITORIALIDAD ENTRE EL PLEISTOCENO FINAL Y EL HOLOCENO TARDIO (CA. 13000 – 3000 AÑOS CAL AP)",HUMANIDADES,ARQUEOLOGIA,ANTROP. Y ARQUE,48,PERSONA NATURAL,RAFAEL LABARCA ENCINA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,234490,NA,Miles de pesos (M$)
41156,1230864,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,NOVEL MATHEMATICAL METHODS TOWARDS STABLE NON-INVASIVE ESTIMATION IN VISCOELASTIC TISSUES: APPLICATIONS AND VALIDATIONS USING MULTIFREQUENCY ULTRASOUND ELASTOGRAPHY.,INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA,INGENIERIA 1,48,PERSONA NATURAL,JOAQUIN MURA MARDONES,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGIÓN DE VALPARAÍSO,197837,NA,Miles de pesos (M$)
41157,1230865,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,MODELADO MATEMATICO Y METODO DE CASO PARA INTEGRAR STEM. PROPUESTA PARA ATENDER A LA DIVERSIDAD EN EL AULA DE SECUNDARIA.,CIENCIAS SOCIALES,ENSEÑANZA Y APRENDIZAJE,EDUC INICIAL-ESCOLAR,48,PERSONA NATURAL,MARIA ARAVENA DIAZ,MUJER,UNIVERSIDAD CATOLICA DEL MAULE,CENTRO SUR,REGIÓN DEL MAULE,150791,NA,Miles de pesos (M$)
41158,1230870,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"PREDICACION, PASTORAL DE LA HUMILDAD Y RETORICA ASCETICA EN LOS SERMONES PARA LAICOS DE CESAREO DE ARLES",HUMANIDADES,HISTORIA UNIVERSAL,HISTORIA,48,PERSONA NATURAL,MARCELO AGUIRRE DURAN,HOMBRE,UNIVERSIDAD DE LOS ANDES,RM,REGIÓN METROPOLITANA DE SANTIAGO,59863,NA,Miles de pesos (M$)
41159,1230872,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"NON-THERMAL TECHNOLOGIES FOR HIGHLY HAZARDOUS PESTICIDES IN FRESH VEGETABLES: STUDY OF PROCESSING FACTORS, FOOD QUALITY AND RISK ASSESSMENT ACCORDING THEIR MAXIMUM RESIDUE LEVELS OF CHILE.",CIENCIAS AGRICOLAS,HORTICULTURA,AGRONOMIA,48,PERSONA NATURAL,SEBASTIAN ELGUETA PALMA,HOMBRE,UNIVERSIDAD DE LAS AMERICAS,RM,REGIÓN METROPOLITANA DE SANTIAGO,254720,NA,Miles de pesos (M$)
41160,1230875,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,REVEALING THE CONTRIBUTION OF MELANOMA-DERIVED CIRCULATING CELL-FREE MITOCHONDRIA IN THE FORMATION OF PREMETASTATIC NICHE IN LYMPH NODES AND THEIR IMPACT IN THE EARLY DEVELOPMENT OF METASTASIS,CIENCIAS MEDICAS Y DE LA SALUD,"ONCOLOGIA, QUIMIOTERAPIA, CIRUGIA ONCOLOGIA",MEDICINA G1,48,PERSONA NATURAL,FRANCISCA ALCAYAGA MIRANDA,MUJER,UNIVERSIDAD DE LOS ANDES,RM,REGIÓN METROPOLITANA DE SANTIAGO,267768,NA,Miles de pesos (M$)
41161,1230881,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"COUPLING EVOLUTION, EPIDEMIOLOGY, GENETICS, STATISTICS AND GEOGRAPHY TO UNDERSTAND HANTAVIRUS TRANSMISSION IN CHILE",CIENCIAS MEDICAS Y DE LA SALUD,OTROS,INTER-TRANS DISCIPLI,48,PERSONA NATURAL,FERNANDO TORRES PEREZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,CENTRO,REGIÓN DE VALPARAÍSO,226632,NA,Miles de pesos (M$)
41162,1230883,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,EL DESAJUSTE DE LA MOROSIDAD DEL CONSUMIDOR Y LAS INSTITUCIONES QUE GIRAN EN TORNO A ELLA. POR SU REORDENACION A PARTIR DEL PRESTAMO RESPONSABLE Y SU VINCULACION CON LOS OTROS PRINCIPIOS REGULADOS EN MATERIA DE COBRANZA EXTRAJUDICIAL,CIENCIAS SOCIALES,"DERECHO COMERCIAL, INDUSTRIAL Y MINERO",CS. JURIDICAS Y POL.,48,PERSONA NATURAL,FRANCISCA BARRIENTOS CAMUS,MUJER,UNIVERSIDAD ALBERTO HURTADO,RM,REGIÓN METROPOLITANA DE SANTIAGO,44740,NA,Miles de pesos (M$)
41163,1230885,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,MICROALGAE-BASED BIOBASED REAGENTS TO INCREASE WATER RECOVERY IN MINING,INGENIERIA Y TECNOLOGIA,INGENIERIA DE MINAS,INGENIERIA 1,48,PERSONA NATURAL,MARIELLA RIVAS ALVAREZ,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,REGIÓN DE ANTOFAGASTA,180356,NA,Miles de pesos (M$)
41164,1230888,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"INJUSTICIA HERMENEUTICA, VULNERABILIDAD Y ONTOLOGIA SOCIAL",HUMANIDADES,FILOSOFIA ANALITICA,FILOSOFIA,48,PERSONA NATURAL,MIRIAM JERADE DANA,MUJER,UNIVERSIDAD ADOLFO IBAÑEZ,RM,REGIÓN METROPOLITANA DE SANTIAGO,63060,NA,Miles de pesos (M$)
41165,1230895,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,LOS LIMITES A LA ADOPCION DE DECISIONES AUTOMATIZADAS EN LA ADMINISTRACION DEL ESTADO,CIENCIAS SOCIALES,DERECHO PUBLICO,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,PABLO CONTRERAS,HOMBRE,UNIVERSIDAD CENTRAL DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,55740,NA,Miles de pesos (M$)
41166,1230896,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"APROXIMACION COMPRENSIVA A LOS VINCULOS ENTRE POLITICAS DE LA VULNERABILIDAD, ESCOLARIZACION Y PRODUCCION DE SUBJETIVIDAD: ANALISIS EN TORNO A PROCESOS DE REINSERCION ESCOLAR",CIENCIAS SOCIALES,DIVERSIDAD,EDUC INICIAL-ESCOLAR,48,PERSONA NATURAL,SYLVIA CONTRERAS SALINAS,MUJER,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,178644,NA,Miles de pesos (M$)
41167,1230897,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,INTENSE QUANTUM LIGHT: ENGINEERING AND CHARACTERIZATION OF NON-CLASSICAL RADIATION,CIENCIAS NATURALES,OPTICA QUANTICA,FISICA TEORICA Y EXP,48,PERSONA NATURAL,CARLA HERMANN AVIGLIANO,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,237360,NA,Miles de pesos (M$)
41168,1230901,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,ASSESSING THE ADAPTATION PROCESS AND IMPACTS OF CLIMATE RISKS IN THE AGRICULTURAL SECTOR: REVISING  LONG-TERM CHANGES AND EXTREME WEATHER EVENTS,CIENCIAS AGRICOLAS,ECONOMIA AGRARIA Y SISTEMAS DE PRODUCCION AGRICOLA,AGRONOMIA,48,PERSONA NATURAL,MARIA ENGLER PALMA,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,176880,NA,Miles de pesos (M$)
41169,1230902,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,LA SINGULARIDAD: UNA NOTA FUNDAMENTAL PARA UNA FILOSOFIA DEL DERECHO INDIANO,CIENCIAS SOCIALES,HISTORIA Y FILOSOFIA DEL DERECHO,CS. JURIDICAS Y POL.,48,PERSONA NATURAL,JOAQUIN GARCIA-HUIDOBRO CORREA,HOMBRE,UNIVERSIDAD DE LOS ANDES,RM,REGIÓN METROPOLITANA DE SANTIAGO,74455,NA,Miles de pesos (M$)
41170,1230903,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,DISSECTING THE ROLE OF GLI3 TRANSCRIPTION FACTOR FOR VERTEBRATE APPENDAGES FORMATION,CIENCIAS NATURALES,BIOLOGIA CELULAR,BIOLOGIA 2,48,PERSONA NATURAL,JOAQUIN LETELIER UNDURRAGA,HOMBRE,UNIVERSIDAD MAYOR,RM,REGIÓN METROPOLITANA DE SANTIAGO,264000,NA,Miles de pesos (M$)
41171,1230905,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"FEEDING REGULATES THE EXPRESSION AND TRANSCRIPTIONAL FUNCTION OF MECP2 IN THE HYPOTHALAMUS THROUGH THE ANOREXIGENIC HORMONES LEPTIN AND GLP1, AND ENVIRONMENTAL FACTORS ALTER THIS REGULATION",CIENCIAS MEDICAS Y DE LA SALUD,ENFERMEDADES DE LA NUTRICION Y ENDOCRINOLOGIA,MEDICINA G1,48,PERSONA NATURAL,BREDFORD KERR FUENTES,HOMBRE,UNIVERSIDAD SAN SEBASTIAN,RM,REGIÓN METROPOLITANA DE SANTIAGO,264120,NA,Miles de pesos (M$)
41172,1230911,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,EFFECTIVENESS OF THE UNI-UP INTERVENTION ON THE IMPROVEMENT OF THE PHYSICAL AND MENTAL HELTH OF UNIVERSITY STUDENTS,CIENCIAS MEDICAS Y DE LA SALUD,"HIGIENE Y SALUD PUBLICA (EPIDEMIOLOGIA, HIGIENE INDUSTRIAL, MEDICINA DEL TRABAJO, MEDICINA PREVENTIVA",MEDICINA G2-G3,48,PERSONA NATURAL,VICENTE MARTINEZ VIZCAINO,HOMBRE,UNIVERSIDAD AUTONOMA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,180240,NA,Miles de pesos (M$)
41173,1230912,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,AFTER HARM: INTERDISCIPLINARY EXPLORATIONS OF REPARATION INITIATIVES IN POST DICTATORSHIP CHILE,CIENCIAS SOCIALES,"DEMOCRACIA, INCLUSION Y PARTICIPACION CIUDADANA",INTER-TRANS DISCIPLI,48,PERSONA NATURAL,HELENE RISOR,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,261060,NA,Miles de pesos (M$)
41174,1230914,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,STABILIZATION AND REGULARIZING PROPERTIES OF SYSTEMS GOVERNED BY PARTIAL DIFFERENTIAL EQUATIONS AND APPLICATIONS,INGENIERIA Y TECNOLOGIA,ECUACIONES DIFERENCIALES,MATEMATICAS,48,PERSONA NATURAL,JAIME MUÑOZ RIVERA,HOMBRE,UNIVERSIDAD DEL BIO-BIO,CENTRO SUR,REGIÓN DEL BIOBÍO,51120,NA,Miles de pesos (M$)
41175,1230919,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,MULTI-SCALE TISSUE MECHANICS: A GUIDE TO EMBRYO FORMATION IN ANNUAL KILLIFISH,CIENCIAS NATURALES,BIOLOGIA CELULAR,BIOLOGIA 2,48,PERSONA NATURAL,MIGUEL CONCHA NORDEMANN,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,269400,NA,Miles de pesos (M$)
41176,1230921,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"LA ESCRITURA COMO PRACTICA SOCIAL EN LAS CIENCIAS SOCIALES, HUMANIDADES Y ARTES: UNA INVESTIGACION CRITICA DE LA ESCRITURA COMO PRODUCTO EN EL CAPITALISMO ACADEMICO.",CIENCIAS SOCIALES,ACADEMIA,EDUCACION SUPERIOR,48,PERSONA NATURAL,ELISABETH SIMBÜRGER,MUJER,UNIVERSIDAD DE VALPARAISO,CENTRO,REGIÓN DE VALPARAÍSO,51785,NA,Miles de pesos (M$)
41177,1230922,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"¿SATISFACCION O RESIGNACION? UN NUEVO INDICADOR DE BIENESTAR TERMICO AMBIENTAL PARA DEFINIR MEDIDAS DE EFICIENCIA ENERGETICA Y, MEJORAR LA ERGONOMIA Y SALUBRIDAD AMBIENTAL EN VIVIENDAS",HUMANIDADES,OTRAS ESPECIALIDADES DE LA ARQUITECTURA,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,ALEXIS PEREZ FARGALLO,HOMBRE,UNIVERSIDAD DEL BIO-BIO,CENTRO SUR,REGIÓN DEL BIOBÍO,266463,NA,Miles de pesos (M$)
41178,1230925,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,LOS ENCUENTROS PUBLICOS ENTRE PROFESIONALES DE PRIMERA LINEA Y USUARIOS/AS DE PROGRAMAS DE ASISTENCIA SOCIAL DEL ESTADO: UNA MIRADA RELACIONAL E INTERPRETATIVA,CIENCIAS SOCIALES,"TRABAJO SOCIAL  (ESTUDIO DE FAMILIA, TEMAS SOCIALES)",SOCIOLOGIA CS I,48,PERSONA NATURAL,TAL REININGER POLLAK,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,133740,NA,Miles de pesos (M$)
41179,1230926,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,CREATIVITY AND MUSICALITY OF DEEP LEARNING GENERATIVE MODELS FOR MUSICAL CONTENT,HUMANIDADES,MUSICA,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,RODRIGO CADIZ CADIZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,223598,NA,Miles de pesos (M$)
41180,1230927,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,"CONSTRUCCION POLITICA DE LA INFANCIA IRREGULAR BAJO LAS DICTADURAS MILITARES DEL CONOSUR. CIRCULACION DE DISCURSOS Y PRACTICAS ENTRE CHILE, ARGENTINA Y URUGUAY.(1973-1990)",HUMANIDADES,HISTORIA,HISTORIA,48,PERSONA NATURAL,KAREN ALFARO MONSALVE,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,183144,NA,Miles de pesos (M$)
41181,1230929,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,ACONTECIMIENTO Y REGIMEN DE LA REPRESENTACION: CONDICIONES PARA EL TRATAMIENTO DE LA INFORMACION ESPACIAL Y LA PRODUCCION DE CONOCIMIENTO GEOGRAFICO,CIENCIAS SOCIALES,GEOGRAFIA HUMANA Y CULTURAL,GEOGRAFIA Y URBANISM,48,PERSONA NATURAL,MARCELO GARRIDO PEREIRA,HOMBRE,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,RM,REGIÓN METROPOLITANA DE SANTIAGO,73748,NA,Miles de pesos (M$)
41182,1230932,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,THE POTENTIAL ROLE OF MENSTRUAL MESENCHYMAL STEM CELLS IN THE ETIOPATHOLOGY OF ENDOMETRIOSIS AND ITS ASSOCIATION WITH IMPAIRED ENDOMETRIUM RECEPTIVITY,CIENCIAS MEDICAS Y DE LA SALUD,"GINECOLOGIA, OBSTETRICIA Y REPRODUCCION",MEDICINA G1,48,PERSONA NATURAL,LARA JORGE MONTEIRO,MUJER,UNIVERSIDAD DE LOS ANDES,RM,REGIÓN METROPOLITANA DE SANTIAGO,268216,NA,Miles de pesos (M$)
41183,1230933,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,TOPOLOGICAL PHASES AND DEFECTS IN SPACE-TIME CRYSTALS,CIENCIAS NATURALES,FISICA DE SOLIDOS,FISICA TEORICA Y EXP,48,PERSONA NATURAL,VLADIMIR JURICIC,HOMBRE,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,CENTRO,REGIÓN DE VALPARAÍSO,219832,NA,Miles de pesos (M$)
41184,1230934,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,ESCENAS PROHIBIDAS: UN ANALISIS DESCRIPTIVO DE LOS LARGOMETRAJES RECHAZADOS EN LA DICTADURA CHILENA (1973-1990),HUMANIDADES,CINE Y FOTOGRAFIA,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,JORGE ITURRIAGA ECHEVERRIA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,100080,NA,Miles de pesos (M$)
41185,1230935,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,CONSTANT-DELAY ALGORITHMS FOR COMPLEX EVENT RECOGNITION,CIENCIAS NATURALES,INGENIERIA EN COMPUTACION,INGENIERIA 2,48,PERSONA NATURAL,CRISTIAN RIVEROS JAEGER,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,91860,NA,Miles de pesos (M$)
41186,1230937,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,MOVILIDADES MIGRANTES: ECONOMIAS Y REDES SOCIOTERRITORIALES,CIENCIAS SOCIALES,OTRAS SOCIOLOGIAS,SOCIOLOGIA CS I,48,PERSONA NATURAL,DAISY MARGARIT SEGURA,MUJER,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,129653,NA,Miles de pesos (M$)
41187,1230938,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,IN SITU MONITORING OF PLASTIC DEFORMATION OF HIGH ENTROPY ALLOYS USING ULTRASOUND,INGENIERIA Y TECNOLOGIA,INGENIERIA DE MATERIALES,INGENIERIA 1,48,PERSONA NATURAL,FERNANDO LUND,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,196080,NA,Miles de pesos (M$)
41188,1230940,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,PROSA – UNVEILING PROTISTS IN POLYEXTREME AQUATIC SYSTEMS IN SALT FLATS OF THE ATACAMA DESERT,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,BIOLOGIA 1,48,PERSONA NATURAL,MARIA RODRIGUEZ MARTINEZ,MUJER,UNIVERSIDAD DE ANTOFAGASTA,NORTE,REGIÓN DE ANTOFAGASTA,267600,NA,Miles de pesos (M$)
41189,1230945,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,NANOSTRUCTURED FRACTAL ELECTRODES FOR LITHIUM-ION BATTERIES,CIENCIAS NATURALES,FISICA DE SOLIDOS,FISICA TEORICA Y EXP,48,PERSONA NATURAL,JUDIT LISONI REYES,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,251320,NA,Miles de pesos (M$)
41190,1230949,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,SPECTRAL AND DYNAMICAL ASPECTS OF DIRAC-LIKE OPERATORS,CIENCIAS NATURALES,FISICA MATEMATICA,MATEMATICAS,48,PERSONA NATURAL,AMAL TAARABT,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,126072,NA,Miles de pesos (M$)
41191,1230960,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2023,2022,2023,EVIDENCE-BASED RESTORATION OF FIRE-DISTURBED TEMPERATE FOREST ECOSYSTEMS OF CHILE,CIENCIAS AGRICOLAS,SILVICULTURA Y MANEJO DE BOSQUES,AGRONOMIA,48,PERSONA NATURAL,JAN BANNISTER HEPP,HOMBRE,INSTITUTO FORESTAL,RM,REGIÓN METROPOLITANA DE SANTIAGO,261096,NA,Miles de pesos (M$)
